driver_id,longitude,latitude,zone
10357,3,35,30
10358,26,16,12
10359,25,63,62
10360,65,70,76
10361,17,56,51
10362,82,89,88
10363,88,0,8
10364,76,67,67
10365,26,18,12
10366,62,85,86
10367,33,11,13
10368,46,78,74
10369,88,57,58
10370,75,56,57
10371,3,23,20
10372,33,73,73
10373,89,3,8
10374,10,53,51
10375,67,69,66
10376,87,54,58
10377,39,8,3
10378,87,74,78
10379,49,42,44
10380,66,86,86
10381,60,21,26
10382,60,35,36
10383,56,80,85
10384,86,10,18
10385,77,26,27
10386,16,44,41
10387,72,71,77
10388,30,24,23
10389,35,61,63
10390,68,64,66
10391,59,24,25
10392,49,1,4
10393,18,76,71
10394,18,74,71
10395,53,42,45
10396,62,59,56
10397,86,81,88
10398,59,55,55
10399,71,41,47
10400,18,22,21
10401,52,67,65
10402,63,25,26
10403,74,53,57
10404,70,21,27
10405,42,63,64
10406,66,64,66
10407,76,25,27
10408,4,23,20
10409,69,86,86
10410,41,37,34
10411,26,25,22
10412,22,84,82
10413,75,4,7
10414,7,37,30
10415,36,35,33
10416,14,59,51
10417,36,16,13
10418,65,55,56
10419,27,56,52
10420,25,55,52
10421,25,61,62
10422,8,7,0
10423,0,89,80
10424,30,19,13
10425,14,13,11
10426,77,16,17
10427,25,25,22
10428,4,41,40
10429,72,63,67
10430,58,2,5
10431,4,70,70
10432,86,85,88
10433,31,14,13
10434,45,19,14
10435,21,74,72
10436,80,75,78
10437,9,24,20
10438,7,86,80
10439,50,8,5
10440,37,74,73
10441,63,16,16
10442,33,12,13
10443,61,47,46
10444,73,64,67
10445,7,55,50
10446,1,41,40
10447,37,86,83
10448,2,45,40
10449,30,40,43
10450,68,42,46
10451,38,80,83
10452,12,10,11
10453,82,69,68
10454,72,7,7
10455,51,37,35
10456,73,2,7
10457,72,67,67
10458,32,38,33
10459,10,31,31
10460,73,64,67
10461,44,16,14
10462,66,63,66
10463,46,41,44
10464,68,38,36
10465,48,59,54
10466,18,89,81
10467,13,64,61
10468,82,3,8
10469,41,72,74
10470,74,64,67
10471,44,58,54
10472,9,80,80
10473,56,56,55
10474,71,80,87
10475,59,15,15
10476,15,53,51
10477,29,15,12
10478,36,29,23
10479,36,34,33
10480,13,86,81
10481,3,17,10
10482,66,79,76
10483,18,67,61
10484,35,28,23
10485,70,80,87
10486,81,19,18
10487,34,86,83
10488,37,34,33
10489,8,26,20
10490,76,21,27
10491,49,3,4
10492,71,1,7
10493,60,45,46
10494,80,56,58
10495,47,17,14
10496,70,5,7
10497,63,27,26
10498,10,19,11
10499,6,8,0
10500,32,5,3
10501,38,2,3
10502,79,77,77
10503,50,64,65
10504,14,89,81
10505,85,28,28
10506,18,76,71
10507,51,69,65
10508,75,10,17
10509,44,21,24
10510,10,48,41
10511,37,13,13
10512,21,66,62
10513,56,26,25
10514,10,11,11
10515,59,22,25
10516,45,27,24
10517,23,72,72
10518,66,70,76
10519,21,8,2
10520,21,13,12
10521,27,50,52
10522,47,9,4
10523,81,82,88
10524,9,54,50
10525,3,17,10
10526,84,21,28
10527,35,54,53
10528,48,25,24
10529,6,6,0
10530,41,67,64
10531,59,70,75
10532,7,46,40
10533,28,16,12
10534,25,62,62
10535,16,72,71
10536,72,83,87
10537,0,56,50
10538,38,79,73
10539,40,51,54
10540,3,31,30
10541,88,80,88
10542,78,34,37
10543,10,36,31
10544,20,88,82
10545,32,7,3
10546,88,27,28
10547,32,14,13
10548,25,2,2
10549,58,36,35
10550,19,71,71
10551,29,30,32
10552,15,47,41
10553,78,55,57
10554,26,61,62
10555,44,47,44
10556,63,6,6
10557,35,7,3
10558,85,61,68
10559,39,49,43
10560,19,86,81
10561,58,8,5
10562,0,67,60
10563,39,22,23
10564,57,86,85
10565,63,54,56
10566,28,66,62
10567,74,49,47
10568,53,26,25
10569,52,45,45
10570,76,53,57
10571,25,5,2
10572,0,7,0
10573,76,77,77
10574,65,17,16
10575,55,88,85
10576,33,43,43
10577,10,12,11
10578,80,36,38
10579,77,4,7
10580,40,74,74
10581,7,38,30
10582,72,61,67
10583,59,65,65
10584,13,22,21
10585,80,56,58
10586,26,86,82
10587,48,56,54
10588,45,53,54
10589,26,18,12
10590,47,82,84
10591,25,60,62
10592,18,48,41
10593,90,15,19
10594,20,64,62
10595,36,73,73
10596,17,18,11
10597,29,13,12
10598,21,88,82
10599,3,75,70
10600,36,81,83
10601,6,68,60
10602,89,32,38
10603,59,53,55
10604,69,24,26
10605,64,31,36
10606,86,9,8
10607,58,82,85
10608,64,79,76
10609,45,24,24
10610,79,80,87
10611,58,4,5
10612,20,75,72
10613,77,46,47
10614,66,2,6
10615,31,57,53
10616,30,0,3
10617,25,8,2
10618,19,73,71
10619,34,49,43
10620,66,55,56
10621,51,6,5
10622,45,66,64
10623,46,70,74
10624,31,78,73
10625,77,18,17
10626,59,2,5
10627,78,17,17
10628,76,19,17
10629,26,3,2
10630,51,43,45
10631,87,11,18
10632,47,23,24
10633,57,88,85
10634,44,19,14
10635,65,5,6
10636,85,20,28
10637,66,2,6
10638,46,56,54
10639,68,51,56
10640,63,8,6
10641,39,81,83
10642,32,74,73
10643,69,43,46
10644,62,90,96
10645,0,78,70
10646,59,75,75
10647,60,30,36
10648,10,41,41
10649,27,38,32
10650,31,2,3
10651,26,21,22
10652,22,34,32
10653,57,40,45
10654,10,55,51
10655,68,3,6
10656,82,7,8
10657,47,32,34
10658,27,89,82
10659,12,74,71
10660,12,33,31
10661,71,23,27
10662,9,39,30
10663,77,45,47
10664,43,0,4
10665,10,68,61
10666,2,88,80
10667,84,82,88
10668,52,16,15
10669,50,45,45
10670,43,55,54
10671,41,73,74
10672,79,5,7
10673,74,12,17
10674,27,86,82
10675,52,28,25
10676,20,44,42
10677,82,64,68
10678,83,46,48
10679,55,19,15
10680,15,8,1
10681,85,19,18
10682,17,41,41
10683,41,81,84
10684,80,38,38
10685,2,51,50
10686,33,35,33
10687,32,32,33
10688,38,3,3
10689,27,3,2
10690,61,36,36
10691,89,60,68
10692,18,70,71
10693,77,71,77
10694,60,47,46
10695,40,12,14
10696,68,59,56
10697,28,67,62
10698,28,56,52
10699,84,45,48
10700,9,32,30
10701,64,21,26
10702,33,27,23
10703,69,38,36
10704,33,28,23
10705,45,76,74
10706,6,19,10
10707,70,15,17
10708,16,76,71
10709,12,53,51
10710,55,71,75
10711,27,19,12
10712,61,44,46
10713,7,86,80
10714,63,68,66
10715,54,1,5
10716,32,4,3
10717,53,64,65
10718,55,19,15
10719,5,78,70
10720,90,83,89
10721,47,38,34
10722,89,87,88
10723,67,12,16
10724,30,46,43
10725,29,16,12
10726,25,79,72
10727,10,63,61
10728,62,70,76
10729,62,54,56
10730,29,86,82
10731,79,1,7
10732,7,18,10
10733,33,40,43
10734,35,66,63
10735,8,70,70
10736,84,61,68
10737,75,28,27
10738,22,64,62
10739,1,15,10
10740,54,3,5
10741,61,83,86
10742,12,22,21
10743,51,3,5
10744,48,65,64
10745,53,71,75
10746,1,63,60
10747,36,80,83
10748,45,24,24
10749,75,88,87
10750,52,54,55
10751,17,5,1
10752,26,34,32
10753,39,59,53
10754,47,47,44
10755,49,6,4
10756,90,32,39
10757,50,74,75
10758,56,87,85
10759,4,58,50
10760,36,61,63
10761,61,86,86
10762,8,59,50
10763,52,81,85
10764,27,17,12
10765,50,25,25
10766,51,52,55
10767,22,65,62
10768,24,14,12
10769,4,65,60
10770,5,23,20
10771,12,47,41
10772,51,32,35
10773,64,7,6
10774,25,9,2
10775,6,79,70
10776,56,51,55
10777,87,64,68
10778,72,54,57
10779,50,38,35
10780,70,51,57
10781,41,34,34
10782,78,29,27
10783,5,30,30
10784,6,81,80
10785,5,58,50
10786,65,61,66
10787,66,77,76
10788,24,10,12
10789,82,0,8
10790,71,22,27
10791,43,22,24
10792,36,80,83
10793,53,71,75
10794,54,25,25
10795,14,16,11
10796,67,7,6
10797,35,5,3
10798,26,54,52
10799,51,65,65
10800,41,43,44
10801,17,67,61
10802,27,25,22
10803,2,50,50
10804,27,52,52
10805,57,43,45
10806,60,59,56
10807,28,33,32
10808,12,74,71
10809,18,12,11
10810,14,70,71
10811,62,45,46
10812,31,10,13
10813,70,71,77
10814,76,69,67
10815,48,15,14
10816,12,38,31
10817,62,1,6
10818,23,23,22
10819,3,20,20
10820,74,32,37
10821,55,83,85
10822,70,14,17
10823,1,55,50
10824,49,2,4
10825,38,21,23
10826,70,41,47
10827,43,79,74
10828,89,5,8
10829,71,11,17
10830,17,2,1
10831,89,81,88
10832,20,17,12
10833,33,3,3
10834,72,23,27
10835,45,6,4
10836,16,51,51
10837,75,48,47
10838,1,7,0
10839,69,33,36
10840,8,0,0
10841,27,69,62
10842,66,11,16
10843,46,17,14
10844,13,30,31
10845,37,68,63
10846,76,36,37
10847,50,43,45
10848,44,81,84
10849,45,50,54
10850,8,74,70
10851,2,81,80
10852,14,28,21
10853,35,34,33
10854,76,17,17
10855,7,61,60
10856,9,80,80
10857,40,71,74
10858,24,41,42
10859,63,16,16
10860,17,17,11
10861,77,52,57
10862,47,12,14
10863,61,33,36
10864,49,59,54
10865,41,77,74
10866,46,7,4
10867,88,63,68
10868,6,26,20
10869,12,60,61
10870,35,76,73
10871,9,57,50
10872,88,80,88
10873,19,20,21
10874,64,0,6
10875,0,40,40
10876,6,86,80
10877,13,89,81
10878,15,75,71
10879,73,64,67
10880,42,21,24
10881,87,41,48
10882,78,44,47
10883,65,9,6
10884,24,34,32
10885,33,45,43
10886,45,23,24
10887,59,25,25
10888,5,54,50
10889,33,16,13
10890,61,73,76
10891,34,78,73
10892,83,73,78
10893,66,53,56
10894,71,85,87
10895,82,32,38
10896,72,64,67
10897,20,31,32
10898,2,37,30
10899,71,73,77
10900,30,61,63
10901,59,52,55
10902,75,4,7
10903,23,85,82
10904,1,83,80
10905,66,37,36
10906,32,30,33
10907,66,46,46
10908,6,38,30
10909,36,22,23
10910,85,6,8
10911,6,12,10
10912,56,57,55
10913,73,29,27
10914,85,24,28
10915,15,48,41
10916,40,13,14
10917,50,75,75
10918,60,49,46
10919,10,73,71
10920,74,4,7
10921,51,69,65
10922,84,79,78
10923,27,38,32
10924,12,54,51
10925,57,58,55
10926,67,55,56
10927,26,56,52
10928,77,12,17
10929,70,64,67
10930,23,39,32
10931,47,5,4
10932,32,50,53
10933,37,13,13
10934,6,33,30
10935,29,84,82
10936,6,34,30
10937,78,18,17
10938,26,7,2
10939,43,17,14
10940,68,48,46
10941,18,65,61
10942,17,55,51
10943,4,15,10
10944,74,2,7
10945,82,48,48
10946,87,47,48
10947,12,71,71
10948,14,1,1
10949,24,33,32
10950,51,36,35
10951,32,47,43
10952,83,71,78
10953,63,55,56
10954,42,33,34
10955,81,54,58
10956,21,68,62
10957,2,57,50
10958,89,40,48
10959,52,88,85
10960,51,72,75
10961,80,76,78
10962,19,20,21
10963,12,55,51
10964,64,84,86
10965,12,90,91
10966,2,41,40
10967,38,46,43
10968,70,25,27
10969,28,45,42
10970,58,57,55
10971,83,27,28
10972,61,24,26
10973,89,12,18
10974,75,79,77
10975,0,67,60
10976,53,26,25
10977,4,69,60
10978,6,58,50
10979,32,7,3
10980,68,55,56
10981,45,59,54
10982,21,55,52
10983,77,13,17
10984,62,20,26
10985,56,60,65
10986,28,26,22
10987,39,81,83
10988,78,39,37
10989,27,77,72
10990,1,26,20
10991,3,20,20
10992,62,73,76
10993,31,64,63
10994,44,53,54
10995,87,8,8
10996,71,48,47
10997,5,42,40
10998,70,64,67
10999,22,23,22
11000,88,47,48
11001,37,61,63
11002,3,17,10
11003,57,55,55
11004,36,81,83
11005,4,18,10
11006,55,13,15
11007,9,20,20
11008,71,87,87
11009,9,49,40
11010,19,11,11
11011,7,41,40
11012,71,82,87
11013,22,16,12
11014,60,23,26
11015,55,37,35
11016,67,89,86
11017,54,70,75
11018,7,51,50
11019,64,90,96
11020,38,13,13
11021,86,82,88
11022,39,73,73
11023,62,13,16
11024,81,10,18
11025,41,37,34
11026,53,5,5
11027,65,25,26
11028,10,87,81
11029,85,24,28
11030,12,26,21
11031,73,67,67
11032,43,26,24
11033,60,87,86
11034,17,56,51
11035,53,87,85
11036,1,39,30
11037,18,11,11
11038,14,37,31
11039,19,73,71
11040,37,82,83
11041,48,58,54
11042,16,80,81
11043,66,15,16
11044,43,68,64
11045,53,13,15
11046,75,72,77
11047,36,3,3
11048,21,37,32
11049,90,28,29
11050,48,64,64
11051,24,53,52
11052,6,31,30
11053,18,29,21
11054,25,55,52
11055,66,42,46
11056,66,89,86
11057,76,36,37
11058,37,51,53
11059,66,34,36
11060,59,4,5
11061,27,67,62
11062,43,39,34
11063,13,51,51
11064,81,51,58
11065,75,26,27
11066,70,84,87
11067,55,83,85
11068,15,24,21
11069,74,50,57
11070,72,17,17
11071,39,19,13
11072,38,76,73
11073,87,7,8
11074,30,12,13
11075,65,7,6
11076,66,36,36
11077,86,87,88
11078,79,48,47
11079,67,1,6
11080,36,58,53
11081,13,29,21
11082,82,73,78
11083,23,14,12
11084,69,30,36
11085,45,14,14
11086,82,8,8
11087,63,7,6
11088,45,38,34
11089,89,24,28
11090,46,32,34
11091,49,64,64
11092,42,3,4
11093,87,24,28
11094,15,6,1
11095,27,18,12
11096,50,27,25
11097,2,57,50
11098,22,84,82
11099,64,64,66
11100,62,75,76
11101,63,57,56
11102,89,41,48
11103,68,83,86
11104,0,55,50
11105,25,17,12
11106,74,1,7
11107,52,73,75
11108,50,88,85
11109,68,15,16
11110,80,4,8
11111,16,67,61
11112,79,48,47
11113,30,33,33
11114,61,58,56
11115,33,75,73
11116,38,26,23
11117,86,18,18
11118,85,65,68
11119,29,87,82
11120,77,18,17
11121,76,85,87
11122,16,9,1
11123,69,0,6
11124,34,34,33
11125,20,84,82
11126,10,54,51
11127,64,69,66
11128,82,64,68
11129,55,4,5
11130,74,7,7
11131,62,58,56
11132,32,86,83
11133,51,28,25
11134,15,45,41
11135,43,7,4
11136,54,9,5
11137,82,24,28
11138,12,18,11
11139,6,50,50
11140,38,2,3
11141,85,32,38
11142,60,41,46
11143,86,23,28
11144,27,59,52
11145,4,30,30
11146,27,11,12
11147,83,69,68
11148,42,7,4
11149,3,18,10
11150,24,3,2
11151,17,40,41
11152,64,51,56
11153,28,7,2
11154,13,84,81
11155,43,85,84
11156,68,35,36
11157,59,31,35
11158,30,43,43
11159,46,47,44
11160,85,40,48
11161,65,40,46
11162,24,15,12
11163,50,72,75
11164,33,77,73
11165,19,33,31
11166,76,73,77
11167,23,32,32
11168,86,63,68
11169,47,66,64
11170,85,51,58
11171,70,53,57
11172,8,15,10
11173,59,76,75
11174,5,40,40
11175,72,26,27
11176,44,4,4
11177,51,56,55
11178,88,2,8
11179,23,88,82
11180,37,73,73
11181,27,43,42
11182,17,88,81
11183,29,81,82
11184,0,36,30
11185,59,48,45
11186,41,37,34
11187,37,59,53
11188,76,16,17
11189,20,42,42
11190,7,69,60
11191,1,65,60
11192,70,4,7
11193,29,81,82
11194,10,77,71
11195,50,62,65
11196,9,52,50
11197,0,31,30
11198,85,63,68
11199,51,70,75
11200,6,14,10
11201,3,13,10
11202,2,30,30
11203,23,49,42
11204,14,0,1
11205,62,81,86
11206,84,33,38
11207,44,57,54
11208,48,74,74
11209,53,69,65
11210,72,70,77
11211,46,68,64
11212,89,79,78
11213,70,83,87
11214,88,50,58
11215,26,2,2
11216,66,41,46
11217,64,33,36
11218,83,50,58
11219,42,37,34
11220,35,36,33
11221,26,44,42
11222,85,53,58
11223,5,1,0
11224,61,81,86
11225,3,13,10
11226,40,20,24
11227,34,66,63
11228,47,88,84
11229,57,12,15
11230,89,49,48
11231,3,18,10
11232,54,4,5
11233,19,47,41
11234,34,51,53
11235,1,78,70
11236,32,18,13
11237,17,83,81
11238,27,76,72
11239,62,4,6
11240,68,40,46
11241,13,45,41
11242,83,46,48
11243,1,68,60
11244,52,85,85
11245,22,17,12
11246,58,67,65
11247,34,70,73
11248,22,44,42
11249,65,24,26
11250,60,70,76
11251,57,1,5
11252,2,76,70
11253,56,81,85
11254,54,72,75
11255,86,55,58
11256,43,4,4
11257,84,81,88
11258,69,28,26
11259,1,48,40
11260,14,51,51
11261,60,15,16
11262,87,77,78
11263,11,56,51
11264,52,87,85
11265,30,20,23
11266,3,0,0
11267,21,85,82
11268,34,3,3
11269,45,89,84
11270,32,59,53
11271,5,49,40
11272,4,77,70
11273,86,35,38
11274,4,56,50
11275,54,87,85
11276,1,89,80
11277,26,61,62
11278,64,68,66
11279,79,61,67
11280,51,4,5
11281,33,54,53
11282,44,84,84
11283,74,21,27
11284,82,42,48
11285,51,38,35
11286,80,60,68
11287,4,80,80
11288,34,41,43
11289,71,73,77
11290,63,38,36
11291,32,82,83
11292,22,32,32
11293,1,29,20
11294,52,41,45
11295,9,14,10
11296,37,88,83
11297,34,12,13
11298,68,31,36
11299,53,29,25
11300,16,55,51
11301,40,79,74
11302,29,48,42
11303,65,67,66
11304,59,31,35
11305,87,8,8
11306,71,48,47
11307,75,62,67
11308,26,25,22
11309,41,5,4
11310,85,74,78
11311,74,65,67
11312,37,1,3
11313,59,88,85
11314,64,11,16
11315,44,60,64
11316,52,23,25
11317,3,84,80
11318,22,87,82
11319,17,79,71
11320,45,36,34
11321,37,31,33
11322,57,82,85
11323,69,4,6
11324,76,45,47
11325,13,77,71
11326,8,84,80
11327,30,28,23
11328,29,52,52
11329,72,35,37
11330,21,85,82
11331,65,35,36
11332,11,26,21
11333,71,9,7
11334,74,77,77
11335,63,13,16
11336,14,71,71
11337,20,56,52
11338,73,57,57
11339,68,78,76
11340,83,64,68
11341,10,55,51
11342,0,51,50
11343,85,53,58
11344,78,53,57
11345,86,44,48
11346,25,7,2
11347,54,73,75
11348,52,85,85
11349,10,81,81
11350,86,47,48
11351,76,69,67
11352,15,81,81
11353,88,47,48
11354,0,54,50
11355,38,72,73
11356,31,36,33
11357,9,36,30
11358,89,87,88
11359,59,29,25
11360,46,3,4
11361,10,27,21
11362,23,59,52
11363,27,50,52
11364,14,83,81
11365,28,12,12
11366,58,40,45
11367,18,67,61
11368,60,72,76
11369,24,21,22
11370,11,24,21
11371,53,90,95
11372,31,83,83
11373,38,3,3
11374,49,5,4
11375,61,1,6
11376,14,83,81
11377,55,27,25
11378,64,14,16
11379,54,49,45
11380,80,53,58
11381,19,36,31
11382,25,26,22
11383,86,65,68
11384,31,23,23
11385,28,36,32
11386,53,40,45
11387,82,72,78
11388,1,1,0
11389,7,43,40
11390,42,54,54
11391,86,3,8
11392,60,49,46
11393,87,40,48
11394,74,67,67
11395,90,72,79
11396,41,41,44
11397,17,13,11
11398,49,73,74
11399,3,44,40
11400,17,34,31
11401,79,52,57
11402,33,36,33
11403,33,79,73
11404,46,8,4
11405,64,19,16
11406,31,3,3
11407,65,23,26
11408,58,62,65
11409,42,56,54
11410,65,32,36
11411,76,32,37
11412,38,88,83
11413,42,29,24
11414,58,15,15
11415,88,8,8
11416,57,6,5
11417,35,15,13
11418,3,74,70
11419,15,68,61
11420,61,46,46
11421,54,84,85
11422,46,16,14
11423,10,9,1
11424,13,57,51
11425,16,59,51
11426,58,21,25
11427,37,53,53
11428,47,70,74
11429,85,18,18
11430,28,36,32
11431,25,81,82
11432,12,71,71
11433,23,34,32
11434,12,53,51
11435,19,45,41
11436,3,51,50
11437,24,25,22
11438,8,49,40
11439,10,4,1
11440,39,11,13
11441,45,27,24
11442,46,4,4
11443,6,60,60
11444,46,63,64
11445,1,3,0
11446,46,22,24
11447,20,78,72
11448,78,68,67
11449,29,77,72
11450,3,46,40
11451,32,38,33
11452,2,83,80
11453,11,3,1
11454,59,53,55
11455,72,77,77
11456,53,83,85
11457,60,35,36
11458,5,2,0
11459,47,50,54
11460,44,50,54
11461,57,77,75
11462,66,62,66
11463,10,33,31
11464,35,74,73
11465,66,49,46
11466,76,1,7
11467,34,17,13
11468,49,73,74
11469,35,23,23
11470,82,22,28
11471,7,59,50
11472,55,12,15
11473,7,5,0
11474,15,80,81
11475,25,87,82
11476,33,17,13
11477,36,46,43
11478,66,16,16
11479,32,25,23
11480,35,40,43
11481,77,88,87
11482,59,82,85
11483,19,83,81
11484,59,9,5
11485,66,5,6
11486,73,24,27
11487,15,79,71
11488,82,44,48
11489,27,23,22
11490,75,64,67
11491,19,23,21
11492,83,25,28
11493,77,53,57
11494,76,36,37
11495,33,5,3
11496,89,74,78
11497,33,58,53
11498,25,25,22
11499,33,19,13
11500,25,39,32
11501,56,48,45
11502,53,71,75
11503,49,67,64
11504,88,23,28
11505,81,10,18
11506,90,75,79
11507,49,74,74
11508,28,33,32
11509,4,42,40
11510,64,40,46
11511,1,84,80
11512,31,0,3
11513,2,19,10
11514,53,49,45
11515,43,69,64
11516,58,33,35
11517,29,77,72
11518,49,53,54
11519,33,27,23
11520,0,57,50
11521,29,39,32
11522,44,60,64
11523,89,29,28
11524,56,29,25
11525,61,59,56
11526,27,46,42
11527,49,51,54
11528,38,76,73
11529,72,85,87
11530,65,30,36
11531,22,71,72
11532,59,22,25
11533,0,6,0
11534,42,63,64
11535,32,38,33
11536,1,59,50
11537,50,14,15
11538,17,75,71
11539,30,17,13
11540,39,61,63
11541,19,69,61
11542,78,68,67
11543,4,7,0
11544,44,10,14
11545,39,24,23
11546,49,38,34
11547,40,76,74
11548,37,9,3
11549,13,62,61
11550,46,22,24
11551,0,42,40
11552,27,85,82
11553,64,26,26
11554,60,59,56
11555,83,59,58
11556,52,46,45
11557,46,2,4
11558,16,52,51
11559,22,68,62
11560,80,17,18
11561,18,22,21
11562,46,8,4
11563,56,49,45
11564,10,17,11
11565,88,26,28
11566,33,72,73
11567,1,2,0
11568,44,43,44
11569,72,69,67
11570,76,54,57
11571,85,5,8
11572,32,3,3
11573,60,86,86
11574,89,8,8
11575,50,60,65
11576,42,10,14
11577,48,69,64
11578,33,81,83
11579,1,30,30
11580,76,23,27
11581,72,85,87
11582,18,71,71
11583,78,83,87
11584,3,5,0
11585,0,18,10
11586,35,10,13
11587,65,17,16
11588,5,84,80
11589,55,82,85
11590,17,74,71
11591,60,72,76
11592,20,62,62
11593,29,34,32
11594,6,14,10
11595,52,64,65
11596,70,85,87
11597,35,79,73
11598,0,28,20
11599,13,76,71
11600,36,51,53
11601,88,61,68
11602,67,64,66
11603,24,69,62
11604,5,69,60
11605,16,81,81
11606,27,38,32
11607,58,80,85
11608,26,42,42
11609,73,24,27
11610,67,52,56
11611,75,31,37
11612,57,12,15
11613,22,34,32
11614,89,62,68
11615,50,2,5
11616,16,82,81
11617,5,80,80
11618,72,47,47
11619,33,43,43
11620,65,77,76
11621,14,88,81
11622,61,0,6
11623,4,78,70
11624,6,47,40
11625,41,49,44
11626,4,60,60
11627,29,37,32
11628,0,19,10
11629,84,61,68
11630,28,24,22
11631,49,5,4
11632,82,14,18
11633,57,78,75
11634,12,54,51
11635,20,19,12
11636,43,57,54
11637,67,0,6
11638,80,0,8
11639,24,33,32
11640,53,22,25
11641,57,76,75
11642,78,23,27
11643,37,90,93
11644,23,54,52
11645,3,69,60
11646,2,72,70
11647,80,68,68
11648,88,60,68
11649,90,39,39
11650,2,48,40
11651,2,80,80
11652,23,19,12
11653,0,57,50
11654,0,69,60
11655,13,32,31
11656,10,15,11
11657,49,28,24
11658,72,25,27
11659,66,76,76
11660,51,69,65
11661,25,1,2
11662,29,80,82
11663,34,19,13
11664,33,76,73
11665,88,49,48
11666,19,7,1
11667,1,27,20
11668,53,76,75
11669,3,7,0
11670,23,78,72
11671,51,29,25
11672,1,30,30
11673,50,12,15
11674,61,5,6
11675,81,26,28
11676,14,37,31
11677,28,15,12
11678,88,70,78
11679,26,61,62
11680,79,11,17
11681,17,30,31
11682,80,61,68
11683,44,45,44
11684,87,66,68
11685,48,79,74
11686,9,56,50
11687,0,84,80
11688,3,49,40
11689,42,53,54
11690,16,0,1
11691,57,67,65
11692,35,53,53
11693,75,19,17
11694,18,63,61
11695,66,8,6
11696,10,34,31
11697,46,71,74
11698,85,87,88
11699,50,44,45
11700,54,40,45
11701,83,20,28
11702,58,36,35
11703,70,74,77
11704,45,9,4
11705,57,90,95
11706,89,3,8
11707,69,45,46
11708,40,19,14
11709,80,71,78
11710,85,82,88
11711,3,49,40
11712,27,66,62
11713,61,46,46
11714,30,4,3
11715,35,16,13
11716,46,63,64
11717,9,19,10
11718,79,34,37
11719,29,64,62
11720,71,46,47
11721,26,81,82
11722,43,4,4
11723,55,69,65
11724,56,35,35
11725,33,70,73
11726,34,7,3
11727,1,48,40
11728,25,27,22
11729,39,50,53
11730,76,46,47
11731,29,20,22
11732,47,11,14
11733,29,40,42
11734,17,21,21
11735,20,90,92
11736,52,52,55
11737,11,3,1
11738,20,11,12
11739,73,49,47
11740,8,5,0
11741,73,25,27
11742,22,49,42
11743,1,44,40
11744,15,58,51
11745,46,68,64
11746,44,22,24
11747,16,89,81
11748,24,71,72
11749,26,75,72
11750,87,31,38
11751,79,15,17
11752,2,28,20
11753,24,48,42
11754,69,6,6
11755,9,63,60
11756,30,58,53
11757,28,28,22
11758,47,46,44
11759,62,80,86
11760,65,29,26
11761,40,52,54
11762,14,64,61
11763,87,15,18
11764,27,55,52
11765,5,52,50
11766,26,60,62
11767,68,86,86
11768,48,15,14
11769,65,70,76
11770,30,10,13
11771,3,85,80
11772,6,89,80
11773,81,24,28
11774,16,42,41
11775,79,51,57
11776,14,65,61
11777,47,43,44
11778,81,52,58
11779,18,58,51
11780,18,6,1
11781,0,61,60
11782,3,86,80
11783,54,58,55
11784,23,22,22
11785,69,79,76
11786,64,46,46
11787,53,0,5
11788,39,29,23
11789,79,8,7
11790,13,14,11
11791,43,8,4
11792,66,18,16
11793,64,13,16
11794,37,19,13
11795,80,84,88
11796,0,76,70
11797,22,15,12
11798,10,8,1
11799,29,3,2
11800,11,25,21
11801,29,0,2
11802,49,64,64
11803,90,1,9
11804,52,21,25
11805,41,84,84
11806,89,12,18
11807,60,55,56
11808,6,23,20
11809,8,27,20
11810,61,76,76
11811,72,16,17
11812,60,26,26
11813,31,29,23
11814,74,40,47
11815,62,70,76
11816,69,79,76
11817,42,64,64
11818,87,14,18
11819,51,78,75
11820,22,71,72
11821,16,67,61
11822,60,61,66
11823,67,76,76
11824,72,44,47
11825,5,14,10
11826,30,45,43
11827,48,40,44
11828,25,85,82
11829,66,65,66
11830,42,63,64
11831,42,41,44
11832,73,54,57
11833,46,11,14
11834,50,81,85
11835,15,66,61
11836,70,35,37
11837,64,37,36
11838,31,56,53
11839,14,32,31
11840,42,53,54
11841,55,41,45
11842,37,4,3
11843,31,81,83
11844,21,17,12
11845,4,23,20
11846,22,82,82
11847,75,27,27
11848,33,66,63
11849,28,20,22
11850,43,30,34
11851,37,34,33
11852,32,79,73
11853,63,83,86
11854,49,4,4
11855,1,3,0
11856,52,79,75
11857,85,13,18
11858,33,88,83
11859,85,15,18
11860,36,9,3
11861,15,88,81
11862,75,77,77
11863,22,84,82
11864,47,46,44
11865,26,30,32
11866,30,75,73
11867,67,4,6
11868,78,12,17
11869,39,81,83
11870,43,25,24
11871,84,23,28
11872,65,78,76
11873,15,51,51
11874,0,53,50
11875,20,37,32
11876,32,53,53
11877,64,10,16
11878,82,3,8
11879,32,0,3
11880,33,31,33
11881,14,86,81
11882,83,90,98
11883,45,10,14
11884,56,23,25
11885,45,40,44
11886,22,63,62
11887,29,18,12
11888,54,72,75
11889,79,26,27
11890,16,60,61
11891,21,68,62
11892,11,16,11
11893,1,2,0
11894,33,12,13
11895,41,67,64
11896,69,53,56
11897,22,73,72
11898,5,37,30
11899,36,86,83
11900,45,86,84
11901,29,21,22
11902,89,6,8
11903,5,67,60
11904,26,9,2
11905,16,75,71
11906,8,81,80
11907,23,19,12
11908,29,29,22
11909,19,84,81
